,Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,Demand
0,2010-01-02,3,-1,1.0,7.9,1,89,-1,-4,1,-4,27,55,89,1.4,1014,3,8,248,15,695.6300000000001
1,2010-01-03,1,-3,0.9,7.9,2,82,-3,-5,0,-5,21,21,85,1.0,1024,1,9,51,13,670.7600000000001
2,2010-01-04,1,-3,0.0,7.9,2,75,-4,-6,-2,-6,19,12,86,0.0,1020,1,10,292,11,658.4200000000001
3,2010-01-05,2,-1,2.6,3.0,1,69,-1,-5,0,-5,21,77,93,3.0,1004,2,4,237,13,650.0099999999999
4,2010-01-06,0,-4,1.4,4.9,1,62,-2,-7,-1,-7,37,65,92,1.7,1005,0,8,118,22,680.0699999999999
5,2010-01-07,-3,-6,0.0,8.0,2,55,-5,-10,-4,-10,32,21,94,0.0,1014,-3,10,334,16,707.15
6,2010-01-08,-2,-4,0.0,8.0,1,48,-4,-9,-3,-9,29,44,94,0.0,1024,-2,10,183,16,723.8499999999999
7,2010-01-09,-1,-5,0.0,3.0,1,41,-4,-9,-3,-9,32,65,94,0.0,1027,-1,10,18,18,713.8299999999999
8,2010-01-10,1,-1,1.4,3.0,1,35,-1,-5,0,-5,33,100,95,1.7,1021,1,5,38,20,691.2
9,2010-01-11,0,0,2.6,3.0,1,28,0,-4,0,-4,17,92,97,3.1,1019,0,4,94,11,697.76
10,2010-01-12,0,-2,0.0,3.0,1,21,-1,-6,-1,-6,35,86,96,0.2,1009,0,6,113,22,716.3700000000001
11,2010-01-13,0,-2,1.8,3.0,1,14,-1,-6,-1,-6,22,98,96,2.1,1000,0,6,113,15,743.9599999999999
12,2010-01-14,2,-2,0.0,3.0,1,8,0,-1,0,-1,10,90,98,0.2,1005,2,1,168,6,745.5500000000001
13,2010-01-15,6,0,0.0,3.0,1,1,3,-2,3,-2,40,91,98,1.4,1014,6,6,172,22,776.9200000000001
14,2010-01-16,7,3,0.0,3.1,2,6,4,0,5,0,43,96,96,6.5,1004,7,8,182,25,751.7900000000001
15,2010-01-17,6,2,0.0,8.2,2,13,3,0,4,0,34,17,93,0.1,1014,6,10,254,18,718.3
16,2010-01-18,8,4,0.0,3.1,2,20,5,2,5,2,27,59,96,0.1,1023,8,8,234,15,706.95
17,2010-01-19,6,3,0.0,3.1,2,26,4,2,5,2,24,87,95,0.2,1021,6,6,142,14,697.02
18,2010-01-20,3,3,1.3,3.1,1,33,2,-1,3,-1,25,100,94,1.7,1012,3,7,102,16,690.1800000000001
19,2010-01-21,3,2,0.2,6.8,1,40,2,-1,3,-1,23,56,92,0.3,1017,3,10,145,14,689.49
20,2010-01-22,8,5,0.0,3.1,2,47,6,3,7,3,30,91,96,8.7,1015,8,8,223,18,707.25
21,2010-01-23,5,1,0.0,8.4,1,53,2,0,3,0,15,63,94,0.0,1021,5,5,321,9,717.98
22,2010-01-24,6,3,0.0,3.1,1,60,3,1,4,1,15,90,90,1.5,1023,6,8,270,10,713.9399999999999
23,2010-01-25,3,0,0.1,3.2,1,67,0,-2,2,-2,21,78,89,0.1,1031,3,9,70,13,682.28
24,2010-01-26,3,-1,0.0,8.7,1,74,-1,-2,1,-2,14,46,86,0.0,1041,3,9,44,9,671.6999999999999
25,2010-01-27,7,-1,0.0,5.1,1,80,1,-1,3,-1,31,69,82,0.4,1031,7,8,269,19,675.77
26,2010-01-28,6,3,0.0,3.3,1,87,2,0,5,0,30,85,86,0.5,1013,6,8,304,19,684.77
27,2010-01-29,4,-2,0.3,5.1,1,94,1,-3,2,-3,32,68,91,2.1,994,4,6,307,20,682.5700000000002
28,2010-01-30,3,-2,0.0,8.7,2,100,-4,-6,-1,-6,27,8,77,0.0,1001,3,10,311,17,706.9100000000001
29,2010-01-31,3,-2,0.0,6.9,1,92,-2,-5,0,-5,27,37,88,0.0,1005,3,10,277,15,708.17
30,2010-02-01,4,-2,0.0,5.2,1,86,-1,-4,1,-4,30,40,85,0.0,1012,4,10,280,17,683.24
31,2010-02-02,6,2,0.0,3.4,2,79,4,0,4,0,39,93,95,3.6,1005,6,7,262,23,667.61
32,2010-02-03,3,-1,0.0,6.9,1,72,0,-1,2,-1,18,52,89,2.0,1007,3,8,204,11,671.41
33,2010-02-04,7,2,0.0,3.4,2,65,4,2,5,2,29,90,96,0.9,1004,7,5,173,17,681.54
34,2010-02-05,8,4,0.0,8.7,2,59,4,2,6,2,25,48,92,2.8,999,8,10,170,15,670.79
35,2010-02-06,8,2,0.0,7.0,1,52,3,1,4,1,21,35,93,0.0,1014,8,8,79,12,696.9
36,2010-02-07,5,-1,0.1,3.6,1,45,1,0,2,0,13,67,92,0.1,1023,5,5,80,7,697.1999999999999
37,2010-02-08,2,1,0.4,3.6,1,38,-1,-4,2,-4,30,93,85,0.4,1016,2,8,36,20,671.51
38,2010-02-09,4,0,0.6,3.6,1,31,-1,-3,2,-3,30,71,84,0.7,1014,4,8,58,18,671.5999999999999
39,2010-02-10,2,-2,0.3,3.7,1,25,-2,-5,1,-5,31,74,82,0.4,1019,2,8,140,19,682.02
40,2010-02-11,4,-2,0.0,8.7,1,18,-4,-5,0,-5,30,44,79,0.0,1024,4,10,92,18,673.8299999999999
41,2010-02-12,4,-1,0.1,3.7,1,11,0,-3,2,-3,30,72,87,0.1,1024,4,9,138,18,682.88
42,2010-02-13,4,-1,0.1,5.4,1,4,0,-3,2,-3,25,71,86,0.4,1024,4,9,226,16,715.9000000000001
43,2010-02-14,6,-1,0.3,5.4,1,2,0,-1,2,-1,20,59,87,0.4,1018,6,9,344,13,686.37
44,2010-02-15,5,2,0.2,3.7,1,9,2,0,3,0,17,85,94,1.8,1005,5,5,217,11,690.25
45,2010-02-16,5,0,0.0,8.7,1,16,1,-1,3,-1,21,45,86,1.3,992,5,10,222,14,681.0568712460698
46,2010-02-17,3,0,2.7,3.8,1,23,0,-1,1,-1,12,58,94,3.2,991,3,5,84,7,657.9694753106161
47,2010-02-18,3,-1,4.3,5.4,1,29,-1,-3,1,-3,21,67,93,5.0,991,3,5,104,13,663.22198306203
48,2010-02-19,4,-1,2.6,5.4,1,36,-1,-4,1,-4,23,54,87,3.0,993,4,8,286,14,676.0428617638532
49,2010-02-20,4,-3,0.0,7.1,1,43,-2,-3,0,-3,15,50,89,0.0,996,4,8,235,8,722.5124128706103
50,2010-02-21,3,-2,5.2,7.1,1,50,0,-4,0,-4,23,52,95,6.3,992,3,6,229,13,710.1882493680228
51,2010-02-22,3,-2,0.0,8.7,1,57,-2,-5,0,-5,28,36,91,0.0,989,3,9,42,17,659.9652064053736
52,2010-02-23,2,-3,0.9,5.5,1,63,-1,-6,0,-6,30,67,93,1.1,993,2,8,81,19,655.9406441818576
53,2010-02-24,7,1,0.0,3.9,2,70,4,1,5,1,23,94,97,0.8,989,7,7,128,14,653.0547080811032
54,2010-02-25,7,2,0.0,3.9,2,77,4,2,5,2,15,89,95,0.5,987,7,3,123,9,667.3419974520419
55,2010-02-26,4,2,1.0,3.9,1,84,2,-1,4,-1,39,76,91,6.7,987,4,8,286,25,667.9041391918972
56,2010-02-27,7,1,0.0,4.1,1,90,3,2,4,2,17,79,95,2.0,992,7,5,131,9,686.9328294472162
57,2010-02-28,4,2,0.0,4.1,1,97,2,-1,3,-1,31,83,92,1.5,990,4,8,205,20,663.7346746759196
58,2010-03-01,8,0,0.0,7.2,1,96,1,2,3,2,11,33,83,0.0,1009,8,8,280,7,639.1377182159374
59,2010-03-02,9,1,0.0,8.7,3,89,-1,2,4,2,13,14,75,0.0,1021,9,10,194,7,666.8594098671696
60,2010-03-03,5,0,0.0,4.1,1,82,-2,-3,2,-3,25,95,76,0.0,1022,5,10,98,15,650.0845664446535
61,2010-03-04,7,-1,0.0,7.2,1,76,-2,-2,2,-2,19,54,78,0.0,1025,7,10,53,12,636.0957575622933
62,2010-03-05,8,-1,0.0,8.7,2,69,-1,-1,3,-1,22,38,80,0.0,1029,8,10,300,13,655.4012571574752
63,2010-03-06,6,-1,0.1,5.7,1,62,1,0,3,0,20,53,86,0.6,1028,6,8,163,12,653.7865792080474
64,2010-03-07,5,-2,0.0,8.7,2,55,-5,-3,0,-3,13,4,70,0.0,1034,5,9,89,9,668.304825450389
65,2010-03-08,7,-3,0.0,8.7,2,49,-6,-2,1,-2,17,5,61,0.0,1032,7,10,55,10,659.7631007389018
66,2010-03-09,8,-1,0.0,11.6,2,42,0,-1,3,-1,23,33,85,0.0,1031,8,10,26,14,659.3097680489011
67,2010-03-10,6,0,0.0,7.3,1,35,1,0,3,0,21,57,88,0.0,1031,6,9,42,13,643.1579066556202
68,2010-03-11,7,-1,0.0,11.6,2,28,-1,0,3,0,16,18,81,0.0,1026,7,8,181,9,641.1003851959106
69,2010-03-12,7,0,0.0,5.9,2,22,3,0,4,0,27,84,91,1.8,1023,7,4,233,16,668.1052037797148
70,2010-03-13,7,1,0.0,7.3,2,15,3,2,5,2,20,58,87,0.1,1029,7,7,307,13,659.447242444343
71,2010-03-14,10,4,0.0,8.8,2,8,3,3,7,3,29,54,79,0.1,1028,10,10,304,20,656.2105507511382
72,2010-03-15,10,4,0.0,10.2,2,1,3,3,7,3,28,41,79,0.1,1027,10,10,288,18,659.1865443961823
73,2010-03-16,10,2,0.0,11.6,3,6,2,3,6,3,20,22,79,0.0,1025,10,9,230,12,675.6614007219009
74,2010-03-17,11,4,0.0,7.4,2,12,5,5,8,5,29,56,80,0.0,1020,11,10,212,17,660.2072529733728
75,2010-03-18,15,8,0.0,8.8,3,19,6,8,10,8,38,68,74,0.3,1013,15,9,193,23,672.7395449652589
76,2010-03-19,11,6,0.0,7.4,2,26,7,6,9,6,26,66,87,3.8,1009,11,10,200,17,680.7287601355993
77,2010-03-20,12,6,0.0,6.1,3,33,9,7,10,7,32,95,93,5.3,1002,12,7,199,21,699.6009887849027
78,2010-03-21,12,3,0.0,11.6,2,39,4,5,7,5,18,19,83,0.0,1015,12,7,254,11,688.3932828841413
79,2010-03-22,10,5,0.0,7.5,2,46,5,4,7,4,36,48,87,1.4,1015,10,10,209,22,670.5699999999999
80,2010-03-23,10,2,0.0,7.5,2,53,4,3,6,3,27,58,88,1.2,1014,10,7,185,16,650.49
81,2010-03-24,13,8,0.0,6.1,3,60,8,7,10,7,22,93,92,4.0,1004,13,8,170,14,646.9499999999999
82,2010-03-25,11,8,0.0,7.9,3,67,8,7,10,7,25,93,90,4.2,998,11,7,154,17,674.13
83,2010-03-26,10,7,0.0,9.3,2,73,6,5,8,5,33,77,85,3.0,998,10,9,190,23,668.8499999999999
84,2010-03-27,12,6,0.0,9.3,2,80,5,6,8,6,22,67,82,0.3,1004,12,9,260,15,668.4200000000001
85,2010-03-28,10,4,0.0,9.3,2,87,4,4,7,4,24,59,81,0.0,1006,10,10,261,16,677.89
86,2010-03-29,11,5,0.0,8.0,2,94,6,5,7,5,20,91,91,3.8,998,11,7,130,13,678.7500000000001
87,2010-03-30,10,3,0.0,9.4,2,100,6,3,7,3,28,93,92,2.8,984,10,9,186,19,660.0499999999998
88,2010-03-31,3,2,0.4,8.1,1,93,1,-2,3,-2,31,96,90,1.6,987,3,6,257,21,648.2299999999999
89,2010-04-01,8,2,0.2,10.7,1,86,1,-1,4,-1,33,75,80,2.7,1005,8,7,243,22,648.19
90,2010-04-02,6,3,0.0,8.1,2,79,4,1,5,1,27,86,96,3.4,1001,6,10,166,17,644.29
91,2010-04-03,10,2,0.0,12.0,2,73,4,3,5,3,17,64,90,2.2,999,10,8,201,11,656.1500000000001
92,2010-04-04,9,3,0.0,12.0,2,66,2,2,5,2,23,58,79,0.2,1011,9,9,292,15,634.3399999999999
93,2010-04-05,9,3,0.0,8.2,2,59,5,3,7,3,37,80,88,4.0,1018,9,8,199,22,626.27
94,2010-04-06,14,6,0.0,13.2,3,52,5,7,10,7,36,47,73,0.0,1013,14,10,177,23,621.09
95,2010-04-07,11,5,0.0,9.5,2,45,5,6,8,6,21,61,80,0.2,1018,11,7,314,14,654.6
96,2010-04-08,15,3,0.0,13.3,3,39,5,7,9,7,16,19,79,0.0,1030,15,10,307,9,654.8599999999999
97,2010-04-09,16,3,0.0,13.3,4,32,6,9,9,9,7,30,79,0.0,1033,16,9,183,4,662.61
98,2010-04-10,17,6,0.0,13.4,3,25,7,10,11,10,11,36,79,0.0,1033,17,7,100,6,673.8299999999999
99,2010-04-11,12,5,0.0,10.8,2,18,3,6,8,6,19,53,72,0.0,1031,12,10,62,13,657.86
100,2010-04-12,13,3,0.0,13.8,3,12,4,5,7,5,18,31,81,0.0,1029,13,10,35,13,681.14
101,2010-04-13,12,2,0.0,13.3,2,5,2,4,7,4,24,36,76,0.0,1026,12,10,26,16,678.41
102,2010-04-14,13,4,0.0,11.0,2,2,3,4,7,4,25,52,79,0.4,1023,13,9,33,17,683.0699999999999
103,2010-04-15,12,2,0.0,13.3,2,9,3,4,6,4,18,48,79,0.0,1025,12,6,28,12,643.5699999999999
104,2010-04-16,13,2,0.0,14.0,3,16,3,5,7,5,15,16,78,0.0,1029,13,8,59,10,661.35
105,2010-04-17,17,1,0.0,14.0,4,22,5,8,9,8,11,27,77,0.0,1022,17,10,230,7,629.86
106,2010-04-18,15,5,0.0,11.1,3,29,6,9,10,9,14,38,78,0.3,1016,15,9,82,9,703.5999999999999
107,2010-04-19,11,5,0.0,8.8,2,36,6,6,8,6,16,79,91,2.3,1017,11,5,85,11,679.6901317253113
108,2010-04-20,11,2,0.0,13.4,2,43,1,3,6,3,23,19,72,0.0,1019,11,10,295,16,682.331090970572
109,2010-04-21,11,1,0.0,14.5,3,49,-1,3,5,3,16,11,66,0.0,1021,11,10,253,11,640.0131930436611
110,2010-04-22,14,-2,0.0,14.5,4,56,1,6,7,6,7,24,70,0.0,1019,14,10,170,5,640.6123823844757
111,2010-04-23,15,1,0.0,14.5,4,63,4,8,9,8,13,12,73,0.0,1016,15,10,184,9,666.7579692855692
112,2010-04-24,17,5,0.0,14.5,4,70,6,10,11,10,18,28,72,0.0,1017,17,10,173,11,681.2561532382103
113,2010-04-25,15,9,0.0,9.2,3,76,9,10,12,10,21,68,86,2.7,1018,15,10,212,14,665.1238409716102
114,2010-04-26,16,8,0.0,11.3,3,83,9,11,12,11,18,48,82,1.2,1024,16,10,267,12,651.54
115,2010-04-27,17,4,0.0,14.5,4,90,8,11,12,11,15,27,79,0.0,1026,17,9,206,10,639.9399999999999
116,2010-04-28,18,9,0.0,14.5,3,97,9,12,13,12,27,38,78,0.3,1019,18,10,194,16,648.5
117,2010-04-29,14,9,0.0,9.3,3,96,10,11,12,11,14,72,91,4.8,1010,14,8,238,9,655.93
118,2010-04-30,13,6,0.0,9.3,3,90,8,7,9,7,22,74,90,2.9,1007,13,9,241,15,642.4000000000001
119,2010-05-01,16,7,0.0,13.5,3,83,8,9,10,9,11,64,86,6.9,1009,16,7,200,7,633.01
120,2010-05-02,10,6,0.0,9.4,2,76,4,3,7,3,32,96,81,1.4,1014,10,9,25,22,648.48
121,2010-05-03,9,3,0.0,10.4,2,69,2,2,6,2,24,70,74,1.2,1024,9,10,99,17,628.3
122,2010-05-04,11,2,0.0,11.5,2,63,3,5,7,5,15,54,73,0.1,1028,11,10,261,10,643.75
123,2010-05-05,14,5,0.0,11.5,3,56,7,8,10,8,14,70,83,0.1,1021,14,8,324,10,642.1299999999999
124,2010-05-06,12,6,0.0,10.5,3,49,7,9,10,9,13,75,82,0.3,1014,12,8,76,9,650.09
125,2010-05-07,12,5,0.0,10.5,2,42,3,5,7,5,21,83,75,0.9,1014,12,7,32,15,625.48
126,2010-05-08,8,5,0.0,10.5,2,35,5,3,6,3,26,90,89,2.7,1014,8,6,28,16,645.01
127,2010-05-09,13,4,0.0,12.5,2,29,4,6,8,6,17,55,78,0.1,1014,13,10,35,12,653.5300000000001
128,2010-05-10,10,2,0.0,10.5,2,22,2,5,6,5,13,61,76,0.1,1013,10,10,54,9,668.1041062726205
129,2010-05-11,10,3,0.0,12.5,2,15,1,6,7,6,8,57,70,1.8,1014,10,10,124,6,667.6810682316386
130,2010-05-12,10,-1,0.0,13.5,2,8,1,5,6,5,9,39,71,0.9,1016,10,10,130,6,650.7714698213135
131,2010-05-13,11,-2,0.0,11.6,2,2,1,5,7,5,13,47,69,0.0,1014,11,10,185,9,650.8298825175567
132,2010-05-14,10,5,0.0,10.6,2,5,5,5,7,5,18,70,85,2.7,1010,10,7,205,11,654.968212339068
133,2010-05-15,14,4,0.0,12.6,3,12,5,8,10,8,14,37,76,0.1,1015,14,8,302,9,657.8876308648063
134,2010-05-16,15,4,0.0,11.6,3,19,5,8,10,8,20,36,75,0.0,1015,15,9,284,13,658.9253965697841
135,2010-05-17,15,5,0.0,13.6,3,25,6,9,10,9,13,45,77,1.0,1023,15,8,263,9,680.1619142079546
136,2010-05-18,17,7,0.0,12.7,4,32,7,13,13,13,6,41,72,0.0,1028,17,10,133,4,676.5431839847664
137,2010-05-19,18,8,0.0,11.8,4,39,10,13,13,13,13,57,83,0.0,1028,18,7,231,9,661.2310684820143
138,2010-05-20,22,11,0.0,10.9,4,46,14,17,18,17,6,71,82,0.5,1031,22,7,253,4,695.3199999999999
139,2010-05-21,24,13,0.0,13.6,5,53,15,18,19,18,12,38,82,1.4,1031,24,9,54,7,701.57
140,2010-05-22,25,12,0.0,14.5,6,59,14,19,19,19,10,6,78,0.3,1029,25,9,98,7,741.49
141,2010-05-23,26,14,0.0,14.5,6,66,15,21,21,20,10,2,75,0.0,1024,26,9,214,7,732.54
142,2010-05-24,23,12,0.0,14.5,6,73,13,18,19,18,12,4,74,0.1,1015,23,9,277,8,740.05
143,2010-05-25,16,8,0.0,13.7,3,80,9,11,12,11,16,49,80,0.0,1013,16,9,71,11,739.3499999999999
144,2010-05-26,11,7,0.0,12.0,2,86,7,8,9,8,12,67,84,2.1,1011,11,9,145,8,652.73
145,2010-05-27,13,7,0.0,14.5,4,93,4,8,10,8,16,30,71,0.0,1010,13,8,257,12,603.42
146,2010-05-28,16,6,0.0,12.9,3,100,6,10,11,10,18,37,69,0.0,1013,16,10,256,12,711.52
147,2010-05-29,13,8,0.0,10.4,3,93,9,8,10,8,22,88,96,5.9,1009,13,6,185,13,675.43
148,2010-05-30,15,10,0.0,13.7,3,86,7,10,12,10,29,44,72,1.6,1011,15,10,299,21,628.2300000000001
149,2010-05-31,16,8,0.0,12.9,3,80,8,12,13,12,14,39,74,0.0,1019,16,10,170,9,650.4300000000001
150,2010-06-01,13,9,0.0,10.4,3,73,10,10,11,10,11,86,96,4.2,1016,13,3,143,6,645.9192083111996
151,2010-06-02,22,6,0.0,14.5,4,66,12,16,17,16,3,36,80,0.5,1021,22,7,124,2,620.6445333837305
152,2010-06-03,22,11,0.0,14.5,5,59,11,17,18,17,12,1,72,0.0,1022,22,9,120,9,680.7546221234127
153,2010-06-04,23,9,0.0,14.5,5,53,13,16,17,16,13,14,78,0.7,1020,23,9,153,9,711.4794537863653
154,2010-06-05,23,13,0.0,12.9,4,46,15,18,19,18,11,49,84,3.6,1018,23,9,228,7,726.547010982715
155,2010-06-06,19,12,0.0,12.9,4,39,13,15,15,15,16,62,88,4.7,1012,19,10,318,11,709.6034619160887
156,2010-06-07,16,10,0.0,11.3,3,32,11,12,13,12,14,89,88,1.8,1010,16,6,224,9,680.9895975157922
157,2010-06-08,16,11,0.0,10.5,3,26,12,12,13,12,14,89,96,4.9,1001,16,7,96,10,598.9196674437112
158,2010-06-09,18,11,0.0,11.3,4,19,13,14,14,14,13,90,94,5.0,1004,18,7,68,9,617.37
159,2010-06-10,14,12,0.0,10.5,3,12,11,11,13,11,28,97,90,0.8,1010,14,7,24,19,615.71
160,2010-06-11,17,9,0.0,14.5,4,5,9,12,13,12,17,38,75,0.0,1010,17,10,285,12,643.5900000000001
161,2010-06-12,20,9,0.0,14.5,5,2,9,13,14,13,18,23,72,0.0,1016,20,9,278,12,651.5800000000002
162,2010-06-13,18,5,0.0,12.9,3,8,8,12,12,12,13,48,80,4.6,1014,18,10,254,8,673.42
163,2010-06-14,16,10,0.0,10.5,3,15,10,11,12,11,24,81,83,1.0,1018,16,7,28,16,660.72
164,2010-06-15,18,6,0.0,14.5,4,22,7,12,13,12,16,9,72,0.0,1028,18,9,40,11,659.28
165,2010-06-16,20,6,0.0,14.5,5,29,8,13,14,13,12,6,70,0.0,1027,20,10,58,8,653.5800000000002
166,2010-06-17,22,7,0.0,14.5,5,35,9,15,16,15,13,0,69,0.0,1023,22,10,51,9,672.37
167,2010-06-18,17,8,0.0,12.9,3,42,11,13,13,13,12,46,89,1.9,1021,17,7,112,8,700.3299999999999
168,2010-06-19,15,7,0.0,14.5,4,49,5,10,11,10,17,34,72,0.1,1019,15,9,16,12,676.44
169,2010-06-20,19,8,0.0,14.5,5,56,7,13,14,13,12,21,65,0.0,1021,19,10,347,8,669.18
170,2010-06-21,23,8,0.0,14.5,5,63,10,16,17,16,9,24,68,0.0,1023,23,10,282,6,712.87
171,2010-06-22,23,14,0.0,14.5,6,69,11,18,19,18,12,9,66,0.0,1023,23,10,260,8,740.94
172,2010-06-23,23,12,0.0,14.5,5,76,12,17,18,17,12,9,71,0.0,1021,23,8,249,8,746.77
173,2010-06-24,20,12,0.0,12.1,4,83,12,17,17,17,15,63,76,0.0,1019,20,9,274,10,759.0100000000001
174,2010-06-25,25,10,0.0,14.5,6,90,12,18,19,18,9,4,69,0.0,1018,25,9,173,6,728.7
175,2010-06-26,25,14,0.0,13.7,5,96,15,19,20,19,14,45,78,1.3,1017,25,6,148,9,734.2700000000001
176,2010-06-27,25,13,0.0,14.5,6,97,14,21,21,20,14,24,72,1.1,1017,25,9,232,9,752.99
177,2010-06-28,24,12,0.0,14.5,4,90,12,17,17,17,16,23,74,0.2,1020,24,8,237,10,764.6600000000001
178,2010-06-29,23,15,0.0,12.9,5,83,14,19,20,19,20,47,73,2.2,1018,23,10,268,14,756.0699999999999
179,2010-06-30,24,11,0.0,14.5,6,77,12,18,19,18,11,23,68,0.0,1018,24,10,227,7,698.0099999999999
180,2010-07-01,22,13,0.0,12.9,4,70,13,18,19,18,24,48,73,0.0,1011,22,8,194,16,704.91
181,2010-07-02,23,15,0.0,13.7,4,63,12,19,19,19,21,45,67,0.8,1010,23,10,218,14,714.84
182,2010-07-03,21,11,0.0,13.7,4,56,10,17,17,17,15,36,69,0.0,1018,21,9,243,11,718.98
183,2010-07-04,20,11,0.0,12.1,4,49,11,15,16,15,26,49,77,0.3,1018,20,9,220,17,721.42
184,2010-07-05,19,11,0.0,13.7,4,43,9,15,15,15,18,46,69,0.0,1021,19,9,290,12,717.29
185,2010-07-06,20,9,0.0,13.7,4,36,9,15,15,15,19,47,70,0.1,1024,20,9,235,12,722.98
186,2010-07-07,20,14,0.0,10.5,4,29,14,17,17,17,26,85,86,3.5,1017,20,10,209,17,714.75
187,2010-07-08,22,13,0.0,13.7,4,22,11,16,17,16,13,63,74,0.2,1017,22,10,236,9,676.94
188,2010-07-09,25,14,0.0,14.5,6,16,14,19,20,19,15,28,72,0.0,1016,25,10,234,11,705.0600000000001
189,2010-07-10,24,16,0.0,13.7,5,9,15,20,20,20,20,50,73,0.0,1016,24,9,203,14,739.9200000000001
190,2010-07-11,20,16,0.0,13.7,4,2,10,18,18,18,22,44,64,0.0,1013,20,10,220,15,752.4200000000001
191,2010-07-12,16,12,0.0,10.4,3,5,11,13,14,13,15,90,84,4.0,1013,16,7,28,10,737.0919421256368
192,2010-07-13,17,11,0.0,10.2,3,12,12,13,14,13,18,98,90,1.1,1009,17,5,84,12,681.8780401779677
193,2010-07-14,19,13,0.0,11.9,4,18,14,15,16,15,25,60,90,5.8,1001,19,10,160,16,644.856825927792
194,2010-07-15,17,13,0.0,11.0,4,25,13,14,15,14,35,86,87,7.0,999,17,10,195,22,625.0530946051094
195,2010-07-16,18,12,0.0,11.0,4,32,12,14,15,14,32,72,83,6.6,1005,18,8,210,21,628.9547258754021
196,2010-07-17,17,10,0.0,12.7,4,39,10,13,14,13,22,52,77,2.9,1017,17,9,247,15,646.6545947305636
197,2010-07-18,20,10,0.0,10.1,4,45,12,14,15,14,28,73,84,2.1,1022,20,9,203,18,636.173018721875
198,2010-07-19,25,14,0.0,12.7,5,52,13,18,19,18,22,45,72,2.8,1019,25,10,203,15,619.9698648494109
199,2010-07-20,22,14,0.0,11.8,4,59,15,17,18,17,18,70,86,15.2,1010,22,7,197,11,648.4292612503702
200,2010-07-21,20,14,0.0,14.5,4,66,12,16,17,16,16,43,77,1.1,1005,20,10,212,12,657.0699999999999
201,2010-07-22,20,11,0.0,12.7,4,72,13,15,15,15,14,58,86,4.3,1011,20,8,112,9,663.7
202,2010-07-23,18,9,0.0,10.9,4,79,11,14,15,14,8,77,79,0.0,1020,18,8,190,5,645.07
203,2010-07-24,20,10,0.0,11.8,4,86,12,15,15,15,12,65,83,1.3,1021,20,7,234,8,617.61
204,2010-07-25,21,15,0.0,10.9,4,93,14,18,18,18,16,71,82,0.0,1017,21,7,289,12,620.17
205,2010-07-26,19,15,0.0,9.9,4,100,16,17,17,17,14,86,92,2.5,1016,19,4,303,9,654.98
206,2010-07-27,21,16,0.0,11.8,4,94,16,18,18,18,16,63,88,1.1,1016,21,7,267,10,650.6999999999999
207,2010-07-28,16,12,0.0,11.7,4,87,12,14,14,14,18,60,84,1.5,1017,16,7,290,12,659.1400000000001
208,2010-07-29,17,11,0.0,10.8,4,80,11,13,14,13,16,62,84,0.8,1016,17,9,308,11,666.24
209,2010-07-30,20,10,0.0,10.8,4,73,12,15,15,15,17,86,83,0.2,1014,20,7,236,11,670.9
210,2010-07-31,19,14,0.0,10.8,4,67,14,16,17,16,15,77,85,1.1,1010,19,5,257,10,643.62
211,2010-08-01,18,11,0.0,13.6,4,60,12,15,15,15,13,53,80,0.5,1012,18,6,283,9,631.13
212,2010-08-02,19,11,0.0,12.5,4,53,11,14,15,14,15,61,80,0.3,1017,19,6,314,10,639.91
213,2010-08-03,19,9,0.0,11.5,4,46,12,15,15,15,14,63,82,0.6,1015,19,8,256,9,638.78
214,2010-08-04,17,12,0.0,10.5,3,39,11,13,14,13,18,73,85,4.4,1008,17,8,287,13,634.1300000000001
215,2010-08-05,17,10,0.0,13.5,4,33,9,13,14,13,19,55,78,0.6,1012,17,9,283,13,647.11
216,2010-08-06,18,10,0.0,9.5,4,26,13,13,14,13,22,94,94,2.2,1012,18,4,204,14,651.6500000000001
217,2010-08-07,20,13,0.0,11.5,4,19,14,15,16,15,15,68,89,1.3,1014,20,8,258,10,641.4300000000001
218,2010-08-08,21,12,0.0,10.4,4,12,13,16,17,16,10,81,81,0.3,1020,21,7,282,6,628.2900000000001
219,2010-08-09,20,11,0.0,12.5,4,6,12,15,15,15,20,45,83,1.1,1014,20,8,226,13,642.1499999999999
220,2010-08-10,20,14,0.0,11.4,4,1,12,15,16,15,18,60,80,0.4,1009,20,7,242,12,646.88
221,2010-08-11,19,10,0.0,14.5,4,8,10,14,14,14,17,38,77,0.7,1013,19,7,282,11,647.8700000000001
222,2010-08-12,18,11,0.0,11.4,4,15,11,13,14,13,19,63,83,1.9,1016,18,6,292,13,640.9100000000001
223,2010-08-13,14,11,0.0,9.3,3,21,11,11,12,11,24,85,93,4.6,1018,14,9,319,15,633.2199999999999
224,2010-08-14,18,11,0.0,11.4,4,28,12,13,14,13,23,65,87,9.9,1018,18,8,190,14,616.12
225,2010-08-15,22,11,0.0,11.4,4,35,12,16,17,16,16,69,80,0.1,1022,22,6,100,10,613.1099999999999
226,2010-08-16,22,12,0.0,12.4,4,42,11,16,16,16,18,56,76,0.0,1018,22,6,319,12,639.051201391356
