,Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,Demand
1190,2013-04-06,9,-3,0.0,13.2,1,29,03:36 AM,02:37 PM,05:30 AM,06:51 PM,-1,0,2,0,14,33,80,0.0,1024,9,9,29,8,birmingham,673.709551440375
1191,2013-04-07,9,0,0.0,12.0,2,22,03:59 AM,03:51 PM,05:28 AM,06:52 PM,-1,2,4,2,16,48,72,0.0,1019,9,10,157,9,birmingham,701.7561167254179
1192,2013-04-08,9,0,0.0,8.3,2,16,04:21 AM,05:04 PM,05:26 AM,06:54 PM,-1,-1,3,-1,28,84,74,0.4,1007,9,10,84,18,birmingham,711.1727129658652
1193,2013-04-09,9,-1,0.0,9.6,2,9,04:44 AM,06:16 PM,05:23 AM,06:56 PM,1,0,4,0,28,70,81,0.1,999,9,10,61,19,birmingham,673.7071622955
1194,2013-04-10,10,-2,0.0,9.6,2,2,05:07 AM,07:26 PM,05:21 AM,06:58 PM,2,2,4,2,14,75,86,0.7,1003,10,6,113,8,birmingham,669.3929752104989
1195,2013-04-11,9,3,0.0,9.6,2,5,05:33 AM,08:33 PM,05:19 AM,06:59 PM,4,3,5,3,19,79,90,1.5,997,9,6,99,13,birmingham,683.1325725843792
1196,2013-04-12,11,3,0.0,9.8,2,11,06:02 AM,09:38 PM,05:17 AM,07:01 PM,6,5,7,5,16,83,93,2.9,997,11,5,198,10,birmingham,664.0867326064688
1197,2013-04-13,11,3,0.0,9.8,2,18,06:35 AM,10:36 PM,05:14 AM,07:03 PM,6,4,7,4,25,91,93,2.0,1008,11,6,180,16,birmingham,681.2362808843072
1198,2013-04-14,15,9,0.0,11.0,3,25,07:14 AM,11:30 PM,05:12 AM,07:05 PM,9,9,12,9,41,72,86,0.6,1008,15,8,189,27,birmingham,677.4030721026825
1199,2013-04-15,15,8,0.0,9.9,3,32,08:00 AM,No moonset,05:10 AM,07:07 PM,8,8,11,8,33,68,84,0.3,1013,15,10,203,22,birmingham,695.618525151677
1200,2013-04-16,14,7,0.0,12.2,3,38,08:52 AM,12:16 AM,05:08 AM,07:08 PM,6,7,10,7,35,49,79,1.0,1012,14,9,213,23,birmingham,697.911201077982
1201,2013-04-17,16,5,0.0,11.1,3,45,09:49 AM,12:56 AM,05:05 AM,07:10 PM,8,8,10,8,37,56,84,0.3,1010,16,8,189,25,birmingham,645.5536833710307
1202,2013-04-18,11,5,0.0,11.1,2,52,10:51 AM,01:30 AM,05:03 AM,07:12 PM,4,4,8,4,40,43,77,0.7,1009,11,10,229,27,birmingham,647.0167836112283
1203,2013-04-19,11,4,0.0,11.1,2,59,11:56 AM,01:58 AM,05:01 AM,07:14 PM,4,5,8,5,21,59,78,0.6,1025,11,9,248,14,birmingham,699.4106577467642
1204,2013-04-20,14,3,0.0,14.5,4,66,01:04 PM,02:24 AM,04:59 AM,07:15 PM,3,7,8,7,13,18,73,0.0,1032,14,10,173,9,birmingham,703.0019513758812
1205,2013-04-21,11,4,0.0,11.3,2,72,02:14 PM,02:47 AM,04:57 AM,07:17 PM,4,4,7,4,21,58,81,0.9,1021,11,7,209,14,birmingham,700.6973520049319
1206,2013-04-22,12,3,0.0,11.3,2,79,03:27 PM,03:10 AM,04:54 AM,07:19 PM,5,5,8,5,24,74,86,0.2,1014,12,7,234,16,birmingham,711.9046160574745
1207,2013-04-23,16,5,0.0,11.3,3,86,04:42 PM,03:32 AM,04:52 AM,07:21 PM,7,9,10,9,19,58,83,0.0,1019,16,9,272,13,birmingham,707.6290490803556
1208,2013-04-24,16,7,0.0,10.3,3,93,06:01 PM,03:57 AM,04:50 AM,07:22 PM,9,10,12,10,18,73,87,0.2,1023,16,9,236,12,birmingham,692.4517073676317
1209,2013-04-25,14,7,0.0,9.2,3,99,07:21 PM,04:24 AM,04:48 AM,07:24 PM,9,9,11,9,18,84,90,2.2,1020,14,7,250,13,birmingham,637.5112374416213
1210,2013-04-26,10,3,0.0,14.5,2,94,08:40 PM,04:58 AM,04:46 AM,07:26 PM,2,4,7,4,21,34,76,0.9,1016,10,7,308,14,birmingham,695.4952869767781
1211,2013-04-27,10,1,0.0,13.5,2,87,09:55 PM,05:39 AM,04:44 AM,07:28 PM,1,2,5,2,21,51,79,0.7,1017,10,9,136,14,birmingham,709.4310977038891
1212,2013-04-28,10,0,0.0,10.3,2,80,11:00 PM,06:29 AM,04:42 AM,07:29 PM,3,3,6,3,24,69,85,2.5,1015,10,5,230,15,birmingham,670.4027414742917
1213,2013-04-29,12,2,0.0,13.5,2,73,11:54 PM,07:31 AM,04:40 AM,07:31 PM,3,4,7,4,26,39,79,0.6,1016,12,9,278,17,birmingham,649.3363352743534
1214,2013-04-30,13,3,0.0,14.5,2,67,No moonrise,08:41 AM,04:38 AM,07:33 PM,3,5,7,5,17,12,75,0.3,1025,13,8,205,11,birmingham,641.423312443305
1215,2013-05-01,16,1,0.0,14.5,4,60,12:37 AM,09:56 AM,04:36 AM,07:34 PM,4,7,9,7,13,11,74,0.1,1025,16,8,253,8,birmingham,688.3310319226927
1216,2013-05-02,16,3,0.0,14.5,4,53,01:11 AM,11:12 AM,04:34 AM,07:36 PM,5,8,9,8,11,39,76,0.0,1024,16,8,146,6,birmingham,637.1810494800752
1217,2013-05-03,15,4,0.0,12.5,3,46,01:40 AM,12:27 PM,04:32 AM,07:38 PM,5,8,10,8,21,39,76,0.1,1019,15,10,238,14,birmingham,716.5127627581795
1218,2013-05-04,14,7,0.0,11.5,3,40,02:04 AM,01:42 PM,04:30 AM,07:40 PM,6,8,10,8,26,53,78,1.3,1015,14,10,236,18,birmingham,728.0909593995295
1219,2013-05-05,17,5,0.0,11.5,3,33,02:27 AM,02:54 PM,04:28 AM,07:41 PM,8,10,11,10,18,59,82,0.0,1020,17,8,229,12,birmingham,679.0441128467305
1220,2013-05-06,19,5,0.0,14.5,5,26,02:49 AM,04:05 PM,04:26 AM,07:43 PM,7,12,12,12,12,16,74,0.0,1020,19,10,224,7,birmingham,658.9034764854448
1221,2013-05-07,20,7,0.0,14.5,4,19,03:12 AM,05:14 PM,04:25 AM,07:45 PM,9,14,14,14,17,14,74,0.9,1016,20,10,158,10,birmingham,681.7804019460236
1222,2013-05-08,14,7,0.0,9.5,3,13,03:36 AM,06:21 PM,04:23 AM,07:46 PM,9,9,11,9,28,64,87,1.4,1005,14,7,183,18,birmingham,666.564951297278
1223,2013-05-09,13,4,0.0,10.5,2,6,04:03 AM,07:27 PM,04:21 AM,07:48 PM,5,4,8,4,37,69,87,3.8,1004,13,10,193,25,birmingham,699.5254635518991
1224,2013-05-10,14,6,0.0,10.6,3,1,04:34 AM,08:27 PM,04:19 AM,07:49 PM,7,7,10,7,31,75,87,1.7,1007,14,8,234,21,birmingham,652.8756733308338
1225,2013-05-11,11,3,0.0,9.6,2,8,05:12 AM,09:23 PM,04:18 AM,07:51 PM,5,4,7,4,29,66,87,2.0,1008,11,10,241,18,birmingham,659.5861343500883
1226,2013-05-12,11,3,0.0,10.6,2,15,05:55 AM,10:12 PM,04:16 AM,07:53 PM,6,5,8,5,26,73,93,3.1,1012,11,9,243,16,birmingham,678.8173548837904
1227,2013-05-13,11,4,0.0,13.5,2,21,06:44 AM,10:54 PM,04:14 AM,07:54 PM,5,5,8,5,29,43,81,2.9,1010,11,9,251,20,birmingham,641.1521118609894
1228,2013-05-14,10,2,0.0,11.6,2,28,07:40 AM,11:30 PM,04:13 AM,07:56 PM,4,2,6,2,24,68,88,9.7,1001,10,8,178,15,birmingham,631.3793665060833
1229,2013-05-15,11,4,0.0,10.6,2,35,08:39 AM,No moonset,04:11 AM,07:57 PM,5,3,6,3,21,81,90,9.3,992,11,9,238,15,birmingham,660.5880762396205
1230,2013-05-16,14,-2,0.0,14.5,3,42,09:43 AM,12:00 AM,04:10 AM,07:59 PM,4,7,8,7,8,24,77,2.0,1000,14,9,144,6,birmingham,673.6396478569993
1231,2013-05-17,13,5,0.0,10.0,3,48,10:48 AM,12:26 AM,04:08 AM,08:00 PM,6,7,9,7,15,83,85,2.0,1007,13,10,83,10,birmingham,673.4923526280663
1232,2013-05-18,13,6,0.0,10.9,3,55,11:56 AM,12:50 AM,04:07 AM,08:02 PM,7,8,9,8,16,73,84,0.6,1008,13,9,267,11,birmingham,648.6313242629241
1233,2013-05-19,18,4,0.0,14.5,4,62,01:06 PM,01:12 AM,04:05 AM,08:03 PM,8,11,12,11,13,20,80,0.0,1012,18,8,262,8,birmingham,632.7453656881185
1234,2013-05-20,16,7,0.0,10.0,3,69,02:18 PM,01:34 AM,04:04 AM,08:05 PM,10,10,12,10,22,83,88,0.5,1013,16,9,327,15,birmingham,654.8302556407428
1235,2013-05-21,14,9,0.0,10.0,3,76,03:34 PM,01:56 AM,04:03 AM,08:06 PM,9,10,12,10,19,80,87,0.8,1017,14,7,336,13,birmingham,660.7845964863204
1236,2013-05-22,13,5,0.0,12.7,3,82,04:52 PM,02:22 AM,04:01 AM,08:08 PM,5,6,9,6,26,47,78,0.3,1019,13,9,309,18,birmingham,658.4548417556948
1237,2013-05-23,9,4,0.0,10.9,2,89,06:12 PM,02:52 AM,04:00 AM,08:09 PM,2,2,6,2,29,59,76,1.2,1014,9,9,312,19,birmingham,661.2130327697217
1238,2013-05-24,8,3,0.0,12.0,2,96,07:30 PM,03:29 AM,03:59 AM,08:10 PM,4,2,6,2,35,77,87,2.6,1011,8,7,201,23,birmingham,676.9403755650065
1239,2013-05-25,15,2,0.0,13.7,3,97,08:41 PM,04:15 AM,03:58 AM,08:12 PM,4,7,9,7,14,38,73,0.0,1021,15,9,214,9,birmingham,653.5183957698588
1240,2013-05-26,17,4,0.0,14.5,4,91,09:43 PM,05:13 AM,03:57 AM,08:13 PM,5,10,11,10,15,10,67,0.0,1018,17,10,284,9,birmingham,667.4497167731324
1241,2013-05-27,15,3,0.0,14.5,4,84,10:32 PM,06:21 AM,03:56 AM,08:14 PM,4,7,9,7,25,23,73,0.4,1006,15,8,201,18,birmingham,643.9706972996369
1242,2013-05-28,11,6,0.0,10.4,2,77,11:11 PM,07:37 AM,03:55 AM,08:16 PM,8,7,9,7,13,100,97,13.1,1001,11,7,80,9,birmingham,655.8245781976402
1243,2013-05-29,14,8,0.0,10.4,3,70,11:43 PM,08:56 AM,03:54 AM,08:17 PM,10,9,10,9,17,98,96,11.4,1005,14,6,191,12,birmingham,652.0017340190283
1244,2013-05-30,14,10,0.0,10.4,3,64,No moonrise,10:14 AM,03:53 AM,08:18 PM,11,10,12,10,22,94,94,8.6,1012,14,9,261,14,birmingham,604.5905125188045
1245,2013-05-31,19,9,0.0,13.7,4,57,12:09 AM,11:31 AM,03:52 AM,08:19 PM,10,13,13,13,16,45,82,0.2,1019,19,7,338,11,birmingham,641.2885292478682
1246,2013-06-01,15,5,0.0,14.5,4,50,12:33 AM,12:44 PM,03:51 AM,08:20 PM,6,8,10,8,23,9,74,0.0,1024,15,10,320,16,birmingham,646.9071295855343
1247,2013-06-02,16,6,0.0,14.5,4,43,12:55 AM,01:56 PM,03:50 AM,08:21 PM,7,9,11,9,17,33,77,0.0,1029,16,8,330,11,birmingham,663.5489795270028
1248,2013-06-03,18,6,0.0,14.5,5,36,01:18 AM,03:06 PM,03:49 AM,08:23 PM,9,12,13,12,12,27,79,0.0,1032,18,8,136,7,birmingham,691.3881648861544
1249,2013-06-04,18,6,0.0,14.5,4,30,01:41 AM,04:13 PM,03:49 AM,08:24 PM,8,11,12,11,19,13,76,0.0,1028,18,8,62,13,birmingham,692.802822304233
1250,2013-06-05,16,8,0.0,12.1,3,23,02:07 AM,05:19 PM,03:48 AM,08:25 PM,9,10,12,10,14,70,85,0.1,1023,16,7,62,10,birmingham,697.7552303009688
1251,2013-06-06,19,5,0.0,14.5,5,16,02:36 AM,06:20 PM,03:47 AM,08:25 PM,9,11,12,11,14,33,80,0.0,1022,19,8,67,9,birmingham,665.9546539376821
1252,2013-06-07,20,5,0.0,14.5,5,9,03:11 AM,07:18 PM,03:47 AM,08:26 PM,8,12,13,12,20,16,74,0.0,1024,20,8,63,13,birmingham,687.8870711576967
1253,2013-06-08,18,5,0.0,14.5,4,3,03:52 AM,08:09 PM,03:46 AM,08:27 PM,8,11,12,11,18,21,78,0.0,1023,18,8,61,12,birmingham,700.0036187852934
1254,2013-06-09,17,5,0.0,12.9,3,4,04:39 AM,08:54 PM,03:46 AM,08:28 PM,8,10,11,10,15,56,82,0.1,1017,17,7,64,10,birmingham,658.2024372919973
1255,2013-06-10,15,5,0.0,12.1,3,11,05:33 AM,09:32 PM,03:45 AM,08:29 PM,7,9,10,9,12,69,80,0.2,1015,15,8,124,8,birmingham,679.5661302966464
1256,2013-06-11,16,7,0.0,10.5,3,18,06:31 AM,10:03 PM,03:45 AM,08:30 PM,10,11,12,11,22,78,91,1.2,1011,16,7,155,14,birmingham,681.4080440553338
1257,2013-06-12,16,12,0.0,10.5,4,25,07:33 AM,10:31 PM,03:45 AM,08:30 PM,12,13,14,13,26,91,89,0.7,1007,16,9,192,18,birmingham,663.2771540406852
1258,2013-06-13,16,10,0.0,10.5,3,31,08:37 AM,10:55 PM,03:45 AM,08:31 PM,11,11,12,11,29,80,91,3.9,1007,16,8,224,20,birmingham,633.9959476840744
1259,2013-06-14,16,7,0.0,11.3,3,38,09:44 AM,11:17 PM,03:44 AM,08:31 PM,9,10,12,10,26,77,84,5.0,1013,16,7,195,17,birmingham,635.2962638414492
1260,2013-06-15,15,8,0.0,12.9,3,45,10:51 AM,11:38 PM,03:44 AM,08:32 PM,8,10,12,10,29,62,80,3.0,1005,15,9,219,20,birmingham,618.27151932224
1261,2013-06-16,16,9,0.0,12.9,3,52,12:01 PM,12:00 AM,03:44 AM,08:32 PM,9,11,12,11,20,61,81,0.5,1012,16,9,198,13,birmingham,634.4713350404215
1262,2013-06-17,17,10,0.0,12.1,3,58,01:13 PM,No moonset,03:44 AM,08:33 PM,10,13,13,13,18,65,83,1.6,1015,17,7,76,12,birmingham,648.6072241065791
1263,2013-06-18,22,9,0.0,11.3,4,65,02:27 PM,12:23 AM,03:44 AM,08:33 PM,13,15,16,15,14,75,83,0.1,1015,22,8,119,9,birmingham,661.4282205664952
1264,2013-06-19,22,13,0.0,13.7,4,72,03:44 PM,12:49 AM,03:44 AM,08:34 PM,13,17,18,17,15,43,77,0.0,1015,22,8,326,10,birmingham,661.9080967891712
1265,2013-06-20,20,11,0.0,10.6,4,79,05:02 PM,01:22 AM,03:44 AM,08:34 PM,13,14,15,14,11,82,88,3.7,1012,20,7,75,7,birmingham,643.9467840993188
1266,2013-06-21,20,13,0.0,12.9,4,85,06:17 PM,02:02 AM,03:45 AM,08:34 PM,14,16,16,16,14,69,89,2.9,1009,20,7,250,9,birmingham,676.6980485059655
1267,2013-06-22,16,9,0.0,10.6,3,92,07:24 PM,02:53 AM,03:45 AM,08:34 PM,10,10,12,10,27,71,88,2.2,1003,16,9,205,19,birmingham,663.1375215178166
1268,2013-06-23,13,9,0.0,10.6,3,99,08:20 PM,03:56 AM,03:45 AM,08:34 PM,10,9,11,9,33,88,92,3.4,1007,13,8,267,21,birmingham,658.1733413727272
1269,2013-06-24,15,8,0.0,12.1,3,94,09:06 PM,05:10 AM,03:45 AM,08:34 PM,7,10,12,10,24,53,75,0.4,1021,15,10,295,16,birmingham,634.0234887894513
1270,2013-06-25,18,7,0.0,14.5,5,87,09:42 PM,06:29 AM,03:46 AM,08:34 PM,8,13,13,13,10,34,75,0.3,1028,18,8,297,6,birmingham,643.938412322398
1271,2013-06-26,19,10,0.0,13.7,4,81,10:12 PM,07:51 AM,03:46 AM,08:34 PM,9,14,14,14,16,38,72,0.4,1030,19,10,320,11,birmingham,613.4869512140385
1272,2013-06-27,18,8,0.0,12.1,3,74,10:37 PM,09:11 AM,03:47 AM,08:34 PM,8,11,12,11,17,61,81,2.6,1026,18,9,294,12,birmingham,665.977557071618
1273,2013-06-28,19,12,0.0,10.5,4,67,11:01 PM,10:28 AM,03:47 AM,08:34 PM,13,14,15,14,20,94,92,4.3,1019,19,6,290,14,birmingham,674.0259912032541
1274,2013-06-29,19,9,0.0,12.1,4,60,11:24 PM,11:43 AM,03:48 AM,08:34 PM,10,13,14,13,17,66,78,0.0,1022,19,10,297,12,birmingham,650.9150526258414
1275,2013-06-30,21,13,0.0,12.9,4,54,11:47 PM,12:55 PM,03:49 AM,08:33 PM,12,16,16,16,24,64,80,0.1,1020,21,8,244,18,birmingham,678.7278490880801
1276,2013-07-01,16,11,0.0,13.7,3,47,No moonrise,02:04 PM,03:49 AM,08:33 PM,9,13,13,13,17,57,77,0.9,1016,16,9,266,12,birmingham,664.7476299762914
1277,2013-07-02,18,9,0.0,12.9,3,40,12:11 AM,03:10 PM,03:50 AM,08:33 PM,10,12,13,12,21,78,82,0.3,1009,18,7,191,14,birmingham,668.604286335266
1278,2013-07-03,19,13,0.0,12.1,4,33,12:40 AM,04:13 PM,03:51 AM,08:32 PM,12,14,15,14,18,67,83,1.0,1007,19,8,258,13,birmingham,659.3007142301532
1279,2013-07-04,20,10,0.0,12.9,4,26,01:13 AM,05:13 PM,03:52 AM,08:32 PM,12,15,16,15,23,61,81,0.2,1018,20,8,237,16,birmingham,658.3350090470703
1280,2013-07-05,26,10,0.0,14.5,6,20,01:51 AM,06:06 PM,03:52 AM,08:31 PM,12,17,18,17,8,32,74,0.0,1028,26,8,223,5,birmingham,663.9394138816988
1281,2013-07-06,26,14,0.0,14.5,6,13,02:36 AM,06:52 PM,03:53 AM,08:31 PM,14,21,21,20,12,9,73,0.0,1029,26,10,202,7,birmingham,678.1310997577061
1282,2013-07-07,27,13,0.0,14.5,6,6,03:27 AM,07:33 PM,03:54 AM,08:30 PM,14,21,21,20,15,12,68,0.0,1032,27,10,193,9,birmingham,699.5750978808296
1283,2013-07-08,25,14,0.0,14.5,6,1,04:24 AM,08:07 PM,03:55 AM,08:29 PM,13,19,20,19,15,8,71,0.0,1034,25,10,56,10,birmingham,734.5717705111681
1284,2013-07-09,27,11,0.0,14.5,6,7,05:25 AM,08:36 PM,03:56 AM,08:28 PM,12,19,19,19,10,8,69,0.0,1029,27,8,49,7,birmingham,742.8665752608813
1285,2013-07-10,24,14,0.0,12.9,5,14,06:29 AM,09:01 PM,03:57 AM,08:28 PM,13,18,19,18,14,35,72,0.0,1026,24,10,56,10,birmingham,761.1671631068907
1286,2013-07-11,24,8,0.0,14.5,5,21,07:35 AM,09:24 PM,03:58 AM,08:27 PM,10,15,16,15,12,24,72,0.0,1026,24,8,57,8,birmingham,728.6220766965494
1287,2013-07-12,28,8,0.0,14.5,6,28,08:41 AM,09:45 PM,03:59 AM,08:26 PM,13,19,19,19,8,33,72,0.0,1025,28,8,245,5,birmingham,745.3973719774731
1288,2013-07-13,29,15,0.0,14.5,7,34,09:50 AM,10:06 PM,04:01 AM,08:25 PM,16,22,22,22,15,5,72,0.6,1024,29,9,340,9,birmingham,751.4447256279198
1289,2013-07-14,26,14,0.0,14.5,6,41,10:59 AM,10:28 PM,04:02 AM,08:24 PM,13,19,20,19,13,30,70,0.1,1024,26,8,335,9,birmingham,751.7238462090479
1290,2013-07-15,27,11,0.0,13.6,5,48,12:11 PM,10:53 PM,04:03 AM,08:23 PM,13,21,21,20,11,25,66,0.1,1023,27,10,299,7,birmingham,755.77436828656
1291,2013-07-16,28,13,0.0,14.5,6,55,01:25 PM,11:21 PM,04:04 AM,08:22 PM,14,21,21,20,11,30,68,0.0,1023,28,9,224,7,birmingham,761.6914779415536
1292,2013-07-17,31,13,0.0,14.5,6,62,02:40 PM,11:56 PM,04:05 AM,08:21 PM,15,22,22,21,14,4,68,0.0,1025,31,9,257,9,birmingham,773.7778746185385
1293,2013-07-18,27,15,0.0,14.5,6,68,03:54 PM,No moonset,04:07 AM,08:20 PM,15,22,22,21,11,47,71,0.2,1027,27,8,69,7,birmingham,765.9882761467372
1294,2013-07-19,28,15,0.0,14.5,6,75,05:03 PM,12:40 AM,04:08 AM,08:18 PM,13,22,22,21,16,4,63,0.1,1026,28,10,81,11,birmingham,763.3790974039321
1295,2013-07-20,22,15,0.0,10.9,4,82,06:04 PM,01:36 AM,04:09 AM,08:17 PM,14,18,18,18,18,67,81,0.5,1024,22,9,69,13,birmingham,759.306
1296,2013-07-21,23,14,0.0,11.8,4,89,06:55 PM,02:42 AM,04:11 AM,08:16 PM,14,17,18,17,15,55,80,0.6,1020,23,8,76,11,birmingham,741.034
1297,2013-07-22,30,14,0.0,13.6,5,95,07:37 PM,03:59 AM,04:12 AM,08:14 PM,16,21,21,20,10,49,80,4.6,1016,30,6,110,7,birmingham,684.731
1298,2013-07-23,25,17,0.0,12.7,5,98,08:10 PM,05:21 AM,04:14 AM,08:13 PM,17,20,21,20,15,53,83,10.0,1013,25,8,177,10,birmingham,645.267
1299,2013-07-24,25,15,0.0,13.6,5,91,08:38 PM,06:43 AM,04:15 AM,08:12 PM,14,19,20,19,14,35,73,0.6,1013,25,9,228,9,birmingham,690.3090000000001
1300,2013-07-25,24,15,0.0,12.7,5,84,09:04 PM,08:04 AM,04:16 AM,08:10 PM,14,19,20,19,16,50,75,1.1,1011,24,9,201,11,birmingham,661.569
1301,2013-07-26,24,13,0.0,14.5,6,77,09:28 PM,09:22 AM,04:18 AM,08:09 PM,12,19,19,19,9,16,68,0.0,1012,24,9,231,6,birmingham,623.8826666666666
1302,2013-07-27,26,12,0.0,13.6,5,71,09:51 PM,10:37 AM,04:19 AM,08:07 PM,13,20,20,19,7,42,72,19.2,1007,26,9,155,5,birmingham,643.4119999999999
1303,2013-07-28,21,13,0.0,12.7,4,64,10:16 PM,11:49 AM,04:21 AM,08:06 PM,13,17,18,17,24,56,80,29.2,1004,21,9,213,17,birmingham,628.3000000000001
1304,2013-07-29,21,14,0.0,12.7,4,57,10:43 PM,12:58 PM,04:22 AM,08:04 PM,14,16,17,16,25,51,83,4.5,1008,21,10,207,17,birmingham,626.3572714661348
1305,2013-07-30,20,12,0.0,11.7,4,50,11:15 PM,02:03 PM,04:24 AM,08:02 PM,13,15,16,15,18,57,87,6.8,1012,20,9,225,12,birmingham,632.4378232337001
1306,2013-07-31,20,13,0.0,9.8,4,44,11:51 PM,03:04 PM,04:26 AM,08:01 PM,15,16,16,16,18,85,94,8.4,1013,20,6,201,11,birmingham,624.870388760454
1307,2013-08-01,29,15,0.0,13.5,5,37,No moonrise,04:00 PM,04:27 AM,07:59 PM,16,21,21,21,21,43,79,0.1,1008,29,10,178,13,birmingham,603.6637831953637
1308,2013-08-02,22,15,0.0,11.5,4,30,12:33 AM,04:49 PM,04:29 AM,07:57 PM,15,18,18,18,23,42,82,1.1,1007,22,10,200,15,birmingham,658.1559739892941
1309,2013-08-03,21,12,0.0,12.5,4,23,01:23 AM,05:32 PM,04:30 AM,07:56 PM,12,16,16,16,21,45,78,1.9,1012,21,8,220,14,birmingham,665.5537384331712
1310,2013-08-04,19,12,0.0,9.5,4,17,02:17 AM,06:08 PM,04:32 AM,07:54 PM,13,15,15,15,25,80,86,1.5,1016,19,8,188,17,birmingham,646.3512135272139
1311,2013-08-05,20,13,0.0,9.5,4,10,03:17 AM,06:39 PM,04:34 AM,07:52 PM,14,16,16,16,24,84,90,9.3,1011,20,7,213,16,birmingham,640.8858208311992
1312,2013-08-06,20,10,0.0,13.5,4,3,04:20 AM,07:06 PM,04:35 AM,07:50 PM,10,15,15,15,12,39,75,0.1,1016,20,8,221,7,birmingham,625.4215554688833
1313,2013-08-07,21,12,0.0,14.5,4,4,05:26 AM,07:30 PM,04:37 AM,07:49 PM,10,16,17,16,12,40,66,0.3,1015,21,10,67,8,birmingham,625.2684142370381
1314,2013-08-08,22,10,0.0,13.5,4,11,06:32 AM,07:52 PM,04:38 AM,07:47 PM,11,16,17,16,13,23,72,0.9,1018,22,10,206,8,birmingham,643.305713059437
1315,2013-08-09,19,13,0.0,12.5,4,17,07:41 AM,08:13 PM,04:40 AM,07:45 PM,11,15,16,15,19,59,75,1.1,1018,19,10,263,13,birmingham,638.5545675129958
1316,2013-08-10,18,10,0.0,13.5,4,24,08:50 AM,08:35 PM,04:42 AM,07:43 PM,10,14,14,14,14,47,76,0.5,1021,18,9,268,9,birmingham,626.4033443381775
1317,2013-08-11,19,12,0.0,13.5,4,31,10:01 AM,08:59 PM,04:43 AM,07:41 PM,10,15,15,15,20,53,75,0.5,1017,19,8,260,13,birmingham,628.1179781502551
1318,2013-08-12,18,11,0.0,14.5,4,38,11:13 AM,09:26 PM,04:45 AM,07:39 PM,9,13,14,13,21,33,74,0.6,1017,18,10,277,14,birmingham,646.5374323640153
1319,2013-08-13,18,9,0.0,11.4,4,44,12:26 PM,09:58 PM,04:47 AM,07:37 PM,10,13,13,13,18,63,79,1.0,1021,18,9,286,12,birmingham,621.8184177454393
1320,2013-08-14,19,10,0.0,11.4,4,51,01:39 PM,10:36 PM,04:48 AM,07:35 PM,12,14,15,14,15,61,85,0.4,1021,19,7,218,10,birmingham,600.3346129558392
1321,2013-08-15,24,15,0.0,12.4,5,58,02:48 PM,11:26 PM,04:50 AM,07:33 PM,15,18,19,18,23,76,81,1.8,1016,24,6,214,16,birmingham,632.2686355385007
1322,2013-08-16,25,15,0.0,11.3,4,65,03:51 PM,No moonset,04:52 AM,07:31 PM,15,18,19,18,18,58,82,4.2,1013,25,9,250,12,birmingham,650.4915973556743
1323,2013-08-17,17,12,0.0,9.2,4,72,04:44 PM,12:25 AM,04:53 AM,07:29 PM,13,14,14,14,27,84,90,1.5,1009,17,7,204,18,birmingham,685.3373181341615
1324,2013-08-18,20,12,0.0,13.4,4,78,05:29 PM,01:35 AM,04:55 AM,07:26 PM,12,15,16,15,19,46,77,0.9,1008,20,10,251,13,birmingham,659.776949268405
1325,2013-08-19,19,10,0.0,13.4,4,85,06:06 PM,02:53 AM,04:57 AM,07:24 PM,9,14,15,14,16,39,74,0.0,1019,19,6,277,11,birmingham,675.7588220085246
1326,2013-08-20,21,11,0.0,11.3,4,92,06:36 PM,04:14 AM,04:58 AM,07:22 PM,12,16,16,16,14,50,78,0.2,1026,21,7,231,9,birmingham,671.2544289202772
1327,2013-08-21,23,12,0.0,13.4,4,99,07:04 PM,05:35 AM,05:00 AM,07:20 PM,13,17,18,17,17,43,78,0.1,1023,23,10,225,11,birmingham,647.6406418155509
1328,2013-08-22,23,15,0.0,12.2,4,95,07:29 PM,06:55 AM,05:02 AM,07:18 PM,15,18,19,18,13,59,83,1.7,1019,23,6,200,8,birmingham,662.1047340101762
1329,2013-08-23,23,15,0.0,12.2,4,88,07:53 PM,08:13 AM,05:04 AM,07:16 PM,15,18,19,18,14,57,83,3.1,1014,23,7,158,9,birmingham,666.9916219171699
1330,2013-08-24,19,12,0.0,9.9,4,81,08:18 PM,09:28 AM,05:05 AM,07:13 PM,13,16,16,16,19,68,83,6.3,1012,19,8,250,13,birmingham,646.5910839219683
1331,2013-08-25,21,10,0.0,11.1,4,74,08:45 PM,10:40 AM,05:07 AM,07:11 PM,13,15,16,15,21,61,83,2.6,1015,21,10,133,14,birmingham,637.05262454432
1332,2013-08-26,23,13,0.0,13.4,4,68,09:16 PM,11:48 AM,05:09 AM,07:09 PM,13,17,18,17,15,37,79,0.4,1020,23,8,41,10,birmingham,625.078283238027
1333,2013-08-27,22,14,0.0,13.3,4,61,09:51 PM,12:52 PM,05:10 AM,07:07 PM,13,17,18,17,11,21,78,2.2,1019,22,9,158,7,birmingham,650.6974497304677
